sentimen,Tweet
0,Yang jadi pertanyaannya tapi kenapa orang gila engga kena covid 19 padahal jarang mandi apalagi cuci tangan atau pake masker.
0,Yang jadi pertanyaannya tapi kenapa orang gila engga kena covid 19 padahal jarang mandi apalagi cuci tangan atau pake masker.
0,Knp byk pintar tp hal yg jlas mrk bodoh berpikir..masa virus musim panas maupun dingin tdk pernh hilang..
0,cuma nggak pernah kena Corona kebersihan lebih gitu kenapa saya pak bicara kalau dokter Dr apapun kenapa tukar kebersihan nggak pernah kena Corona tapi sing kena Corona orang resi dan Bupati dokter menteri-menteri orang kaya ke orang miskin nggak kena Corona orang-orang miskin jangan kena Corona napa
2,Maaf aku gx mau d suntik kalok mau perwakilan aja tetap q bayar kalok emg di kenai biaya makasi
0,Sakit yg plg bahaya iku kelaparan n pusing g bs byr angsuran rumah covid g onok opo2 ne apalagi klo ruang gerak qta dibatasi sapa yg mau nanggung semua itu
1,"Orong ksmpung juga waji d suntk paksin juga ko,bukan orang kota jak"
0,Tahu lontong tempe ketan bakar gorengan gorengan  salak salak jeruk manis mangga juga ada kratingdeng teh botol make es fanta cola sprite yang haus yangchaus  kacang kacangg jagung rebus jagung rebuss lima rebuan lima rebuan 
2,Vaksin? Emang saya hewan peliharan seperti kucing/anjing yg harus di vaksin hehe canda vaksin awokwk
0,YTH Bpk mentri tolong di tindak lanjuti dgn cara di SIDAK istri sy kerja di rumah sakit sunter dimana slalu telat mengeluarkan uang covid yg dr presiden setiap bulanya pdhl rumah sakit tersebut di bawah naungan kemenkes.dr bulan desember blm di keluarkan sedangkan pasien nambah terus keringet istri sy sudh kering tp blm di bayarkan
0,Kenapa kita sekarang dianjurkan / diwajibkan pakek masker? Aku mikirnya simpel. saat nya kita mulai jaga lisan kitaLha corona gmn? Bodo amat..??
0,Crona adalah penyakitnya orang yang kaya kale yang miskin walo kena tidak akan ngaruh
0,Bus Karona julukan mobil angkutan umum di kotaku. Ciri khas mobil ini berwarna kuning dan ada juga yang berwarna oranye terang dengan lis hitam mirip mobil antar jemput anak sekolah. Di depan mobil ada dua kursi untuk sopir dan kernet. Di belakang ada enam sampai sembilan bangku penumpang. Jam operasi bus Karona tidak kenal waktu. Sebelum marak bisnis Grab atau Go Car bus Karona menjadi primadona warga kota khususnya penumpang yang tidak memiliki ponsel pintar. Orangtua dan paruh baya menggemari bus Karona sebab angkutan itu memiliki banyak kenangan. Sekarang bus Karona hanya beroperasi di sekitar pasar tradisional dan alun-alun. Ada yang dekat stasiun kereta tua
1,Kalo emang vaksin buat menyembuhkan atau menghilangkan virus... Ya sama ratakan jgn ada vaksin khusus atau vaksin kasta. Presiden pejabat atau rakyat biasa... Samakan vaksin ada harga mahal sampe yg termurah berniat mencegah atau menyembuhkan kok tanggung2 ngutang vaksin tp yg bayar hrs masyarakat ?? pinter anda semua pak/bu ?? BISNIS ?? Buat bayar hutang negara ?? Vaksin aja hrs itung2an Bansos di potong2 penyakitnya apa vonisnya corona... Apa2 di jadiin bisnis koruptor makin kaya corona di besar2kan dan msh di jadikan tambang usaha juga... Hidup mati seolah olah di tangan virus masyarakat kecil di peras sprti di korbankan di monopoli investor asing makin banyak tp negara makin miskin makin kacau... Masyatakat angkat bicara di hukum org asing makin bebas di biarkan keluar masuk. Apa2an negeri ini ? sistem pemerintahan mcm apa ini ?
0,Corona (Coffea rokok ena)
0,Saya lihat di di youtobe pas vaksin kok ada yang ngamuk2 stlah di suntik vaksin
2,"Saya tidak perduli dengan postingan ini saya hanya perduli dan bingung dengan ikhlan di tv,sejak kapan sejarahnya purbasari bisa bertemu dengan lutung kasarung,trus mereka jadian...trus apa hubungan nya dengan sirup marjann..??"
2,Benar2 sdh hilang AKAL SEHAT...sdh vaksin tp ttp pake masker..minum aja tuh tablet ZINC 200mg 1x1 maka si virus hancur dg daya tahan tubuh yg betmbh..pss pengalamanku
2,Gadak ini semua nol bacot .politik and politik .aku percaya tentang ceramah mama dedeh
0,Kita kembali ke lagu ebit g ade
1,apakah setelah di vaksin saya bisa dapat BLT
0,"Corona oh corona dmna pun kau berada,selamat ulang tahun corona????"
0,Saya kecewa sma boruto ko segel karma nya blm keliatan jga ya  sampe kapan aku harus menunggu lawan organisasi jigen ??????????
1,Kapan Vaksin untuk Umum ? Saya siap di Vaksin??????
0,"Jangan remehkan penyakit ini.kemarin istri saya positif,ternyata lupa gk di suntik KB kelewat sebulan"
2,Aku tidak mau dipaksin virus corona.. Dan bakteri..berevolosi(( jdi))virus.. semangat. jdi ((berevolosi))imun.. Ke2 nama itu mirip pungsinya untuk tubuh...
2,Vaksin suruh makan pemerintah semua Biar tambah kenyang
2,Di vaksin malah nambah masalah baru. Bs jdi nambah virus baru lgi..? Saya tdk mau di vaksin..
2,Saya gk mau disuntik vaksin karena sy sehat walafiat.
0,Apa klo sdh dpt hutangan vaksin dr lwr negra apakah corona yg d prcaya depkes itu trs bs hilag dr negri ini?
0,"Anak kecil imun nya kuat dah 99,9% yg terjangkit oRang dewasa... Klo di pikir gk ada salahnya sekolah di aktifkan lg.. Justru yg berbahaya tempat hiburan.. Contoh diskotik...setelah minum imun mereka lemah jadi lbh rentan..Cuma saran buaT yg pny wewenang mohon di pikirkan lagi nasib rakyat kecil. Trims"
1,Kalau sudah divaksin di Dubai apakah di Indonesia akan divaksin lagi ?
2,"Maaf aku belum mau divaksin,karena blm ada yg meyakinkan kan aku bhw itu yg terbaik.....aku sih TDK mau ikut ikutan gue udah besar berkumis putih ...lagi"
0,Teman2 diseluruh tanh air harus tahu apa artinya kuman dan bakteri.contoh aja .batuk TBC.itu juga termasuk virus yg menular masuk dlm daftat.19 cofid tadi.ya orang pasti suhu badanya naik itu pasti .orang pilek aja kadang2 susah bernafas .kalao kamu bawa k rsu ya positip .positip virus flu tapi phk kesehatan ngak mungkin mengatakan oo orang cumak flu dan batuk pasti tes positip corona .gitu.nanti terus ada dana .
2,Seharusnya yg di vaksin itu para koruptor supaya sehat otaknya lancar trus mengembangkan bisnis korupsinya klu rakyat jelata sudah percuma di vaksin karena udah kelaparan sbntar lg juga mati perlahan lahan percuma di kasih vaksin klu ga ada loker inilah aslinya dunia panggung sandiwara'
0,Kalo sudah divaksin knp masih pake masker ya?
2,Selama msh ada buah yg mengandung vit C.. mending mkn buah az''
0,sya dri desa tiap hri cuma pepergian ke sawa . apa harus d paksin pak .klau di paksin berarti hewan sawa juga hrus d pksin kn sya peergi ke sawa
0,Itu pohon makin angker aja kalo dikasih sesaji mulu??????
0,klu masyarakat kapan di vaksin..?
2,Di vaksin bukannya membantu tapi malah ujung2nya mah duit lagi duit lagi pemerintah lagi berbinis sama rakyat nya seriusan dah
0,Ada yg tau nggak ya  kira2 Corona kopit ini 5 tahun lagi sudah hilang apa belum ya??
0,Cb org cina yg ada di Indonesia yg dipaksinasi duluan sampe tuntas .Krn Corona kan dr sana asal mulanya
2,SELAMA PARA BAZER MASIH AKTIF D AKUN KEMENKES ..POSTINGAN APAPUN GA BKALAN BNYK ORANG YG PERCAYA...!!?
0,Teruntuk Kementerian Kesehatan RI Kenapa mau divaksin harus regristasi......??? Bukannya ada data pemilu tahun kemarin........???
2,Jatah vaksin ku kasihin sm kambing aja.maaf gua kagak mau d vaksin.terkecuali vaksin buatan indonesia
2,"Ya klu drug mbayar mending GK usah,dwit drmn buat mkn aj susah,"
2,Kalimantan kok daj ada korona aman2 aja bebas
2,"Jangan mau d suntik paksin,karena yg d suntik paksin smuanya pingsan,itu obat atau racun goblok"
2,Kalau semua dah d faksin tp tetep ada protokol kesehatan dan aturan2 tentang korona. Brati itu vaksinn abal2 dan buat bisnis saja.
0,apakah setelah di vaksin bisa beraktivitas normal? apakah masih ada razia masker? bolehkah tidak memakai masker setelah di vaksin?
2,uang vaksin tolong dibelikan saja untuk kebutuhan pangan. rugi uang yg sebesar itu digunakan hnya utk beli vaksin yg dgn vaksin itu belum bisa menjamin kesehatan kita
2,Semoga saya tidak divaksin karna efek sampingnya belum di ketahui dan proses pembuatan tidak diberi tahu.......Tolong jelaskan vaksin terbuat dari apa dan efek sampingnya apaâ€¦
0,Maaf nanya.. Seandainya udh divaksin apakah masih terjangkit corona
2,"Yg enak mah,makan Pete Ama jengkol,di suntik vaksin mah,gak enak.malahan sakit.jengkol mantap..."
0,Yang buat sttus thu klo poling tentang covid masih dipertanyakan existensi nyx
2,Yg hrus divaksin tu dapurnya para masyarakat miskin jngn maunya menakuti2 rakyat bawahan
2,Vaksin bukan jaminan bos yg jadi jaminan BPKB dan sertifikat
0,Gue pake masker cuma buat ngindarin debu biar kagak jerawatan  bukan karna korona ya
0,Corona penjajah anak bang generasi penerus bangsa dijajah oleh Corona sekola dirumh bukannya pintar malah bodoh perlahan2 generasi penerus bangsa dijajah kebodohannya sudah lah Corona jngn dibesar2 rin yg nmanya penyakit atau virus dri dulu sudh ada kembali kediri kta masng2
2,Waktu kamu sekolah SD kamu kan udah vaksin alias cacar...masak sekarng mau d vaksin lgi...vaksin itu bikin orang lumpuh jngan percaya sama yank nmya vaksin
0,Setlh di vaksin gimna sekrang virusnya
2,Knpa habis divaksin masih bnyak positif kan aneh
1,Apa ibu menyusui boleh di vaksin ??
2,Corona nah mah tdak ada cman kitanya aja yg di bodoh bodohi sama pemerintah
0,"Klu begini ke adanya sampe di blm puasa mesjid pasti kosong LG,"
2,Indonesa dinei vaksin bukan e mari soyo parah pejabat isan r mong korupsi kok arep gawe vaksun r bakal iso
2,Geratisin swab  kami ga mau . ada kepentingan mau melahirkan disuruh swab  boro bayar swab bos .. jualan aja kita 3 jam dlm sehari mulai jam 5 - 7 krn di suruh psbb . Iya klo pasar ga ada masalah mall ga ada masalah  nasib PKL ky jutaan pedagang gmn bos . swab bayar .. nyuruh tp bayar aneh . Ga usah vaksin maksa orang krjaanya
0,Yang mau pakai silahkan yg gak mau gak usah dipaksa nanti saya laporkan dengan tindak pidana pemaksaan/mengancam seseorang.
2,Kalo dah di vaksin tetap harus 3M fungsi vaksin apa ya?
0,Tadi liat berita abis di vaksin eh 3 hari setelah itu tetep kena corona. Jadi gunanya buat apa?
2,Karantina 14 hari Isolasi 14 hari Isolasi mandiri 14 hari. Tapi bukti nya GK ada. Sekarang usia korona sudah 11 bulan.jadi percuma walaupun di karantina 14 hari GK ada guna. Kalo memang pemerintah berani ambil keputusan.sekalian di lock dond.seluruh Indonesia tanpa terkecuali.buktikan hilang atau tidak korona ini
2,CORONA MUSYRIK Hati-hati bagi orang yang percaya dengan corona Menemui ajal termasuk golongan orang tidak beriman. Memakai masker jaga jarak dan rajin mencuci tangan pakai sabun merupakan perbuatan SYIRIK
0,Apa cuma Saya yg gak tau 3M itu apa.. Lama gk lihat brita corona
2,Aku gak perduli ada yang membuat postingan ini ada anak smp kelas 1 meninggal gara-gara suntik vaksin itu dari luar negeri alias cina ingin membunuh rakyat Indonesia
0,Sing penting Madang  sehat selalu buat semua Aamiin
0,kalo yg takut jarum suntik ngasih vaksin nya via apa ya? gojek kah? apa disuapin?
0,Giliran faksin merata giliran bantuan kagak??
0,Dunia mau kiamat sudah medekati kehancuran jadi wajar corona mengganas
0,Segala pembodohan masal ini akan di pertanggung jawabankan kelak di akherat kini alam Indonesia pun mulai murka????
0,Tanpa virus pun kematian itu pasti sekarang esok atau nanti.
0,9 dari 10 anak Indonesia menderita gizi buruk
2,"aku pribadi ngak mau divaksin,aku ngak butuh vaksin,vaksin aja bagi yang butuh seperti yang kerja di pemerintahan "
2,Habis ngupdate korban kopit sekarang baru lagi update korban vaksin hahaha mau ngibuli rakyat pun ttep tak mempan
0,Pingin liat reaksi orang yang udah di vaksin dalam 3 minggu
2,SETAN menyebarkan virus bisa lewat apa saja.. Lewat hubungan fisik Lewat udara Lewat aturan Lewat paksaan Lewat kesengajaan (suntikan) Lewat mental ITULAH RENCANA DAN TUGAS SETAN
0,Anda dapat menggunakan data untuk melihat foto
1,Masyaallah COVID 19 di Indonesia urutan ke 95 dunia...tolong pemangku kepentingan di atas bagaimana penanganan yang efektif thd penyakit COVID 19 ini...
0,Bagi orang2 yg sudah di suntik paksin aja ya tolong di jelaskan apa disuntik paksin itu berbahaya apa benar mencenah virus agar kita semua terhindar dari virus
0,Itu suntik nya sekali pake apa di pakai lagi?
1,Vaksin itu tujuannya untuk proteksi tapi tidak berarti orang yang sudah divaksin tidak bisa terinfeksi penyakit paling tidak kalau terkena penyakit gejalanya tidak parah tidak sampai butuh perawatan di RS dan untuk terbentuknya antibodi setelah vaksin butuh waktu untuk vaksin covid19 sekitar 28 hari. Jadi meskipun sudah di vaksin tetap harus patuhi prokes ingat 5 M dan jaga daya tahan tubuh agar tetap fit
1,Singkatnya begini pasien positif C19 yg dirawat di RS rujukan C19 dan ada yg dinyatakan sembuh. Kenapa mereka bisa sembuh ? Obat apa yg sudah diberikan boleh pihak RS kepada pasien positif tersebut ? Lantas mengapa nama obat itu dirahasiakan ? Mengapa harus di vaksin ? Kalau kalian cerdas kita sepemikiran
0,Terlalu banyak nonton film drama
2,Saya gak takut sama virus korona saya hanya takut sama Allah SWT karna tanpa sakit pun kalo Allah berkehendak memanggil umatnya kita bisa apa
0,"Yaaa...apalagi dgn bnyknya meninggalnya ulama,itu harusnya sudah menjadi peringatan buat kita untuk lebih wadpada dalam beribadah"
0,Mintalah pd allah agar wabah cepat d angkat dri muka bumi ini.sesungguhnya hnya allah lah yg maha kuasa atas sgla sesuatu.
0,Kita jangan selalu menang sendiri pikir juga rakyat biasa?? mereka cukup tidak buat makn lalu uang dimana dicari kalau semuanya serba terbatas... Kami bisa membiasakan diri dengan kehidupan yang baru tapi mungkin kami belum terbiasa hingga saat ini kami belum sanggup... Yang dikota takut tidak akan makan tapi yang dikampung takut akan kena virus ini?? kewaspadaan ini memang perlu dikwatirkan tapi hingga kapan kita dengan semua ini... Lalu siapa yg kita harus salahkan lalu dimana letak kebenaran
2,Salah satu cara yg efektif Agar tidak pobia dan takut pada virus korona adalah dgn tidak membaca berita tentang virus korona dan bisa d ganti dgn Manga atau upin ipin
2,Masyarakat suda miskin kepercayaan kepada pemerintah jadi sulit meyakinkan masyarakat yg kalau suda kecewa
0,Menurut sy virus apapun itu sama tinggal gmn cara kt ut mencegahnya. Dan jgn memperbesar2_kn saling menjaga satu sama lain. Pasti virus itu menjauh. Dan yg paling penting kita berdoa kpd ALLAH SWT krn KPD'NYA kuasa dri segala kuasa.
0,"Kita pasrah kan aja pada Allah Kematian termasuk takdir Allah Ingat ! Bencana sudah melanda di Indonesia  jangan terlalu fokus pada covid 19 mungkin ini teguran dari Allah,agar kita tidak terlalu fokus pada covid,tapi kita harus kuatkan iman bukan sibuk ngurus masalah covid"
0,Kita hanya butuh vitamin dan makanan yg bergizi serta hidup nyaman aman dan sejahtera
2,Hilangkan Vaksin kami sedang tertimpa musibah Pray For sulba
0,mau tanya kenapa sampai sekarang masyarakat belum di vaksin yg di kota/yg di desa akhir nya korba makin bayak ya Alloh
0,"Kpd Yth. Bpk ibu dn sudara/i sy mengingat kita semua bahawa Corona ini merupakan salah satu hukuman tuhan,bukn penyakit,jd yg bs kena pnyakit ini yg sllu bermainkan nama tuhan trus ada yg menyembah nya yg tdk di inginkan oleh tuhan..trus ada jg yg sllu bikin menjelekkan nma agama.. Na itu lh yg bs dpt hukuman.. Jd ber-hati-hati lh..."
2,KAMI ORANG PAPUA TIDAK BUTU DI VAKSIN TOLAK???
0,Sebenarnya setiap RS rujukan yang covid itu sudah ada Dokter Tenaga ahli covid 19 apa belum?. Atau hanya Dokter untuk menangani covid dijadikan tenaga ahli covid saja?
2,Sekarang manusia di perlakukan kaya ayam ya.. Wkwkkw
0,Negara ini udah di peringatkan Dgn berbagai macam bencana Yg terjadi di sebagian wilayah Indonesia harus nya sampai sini paham
2,Stop membaca berita Corona biasakan hidup bersih dan sehat berpikir positif berdoa dan bekerja seperti biasa. Niscaya Corona akan hilang!
0,Ternyata di halaman kesehatan juga ada Buzzernya yg selalu setia komen
0,gimana mau berkahir wong rakyatanya aja banyak yang nurut ... semua berbalik arah dengan anjuran pemerintah... mau sekuat apapun pemerintah berusaha.. psbb ppkm dll dan ini vaksinasi kalo dari rakyatanya ga ada perubahan dalam mengikuti protokol kesehatan kayanya berat untuk cepat agar berkahir..... rakyat sudah terlalu bahkan tak peduli dengan pandemi ini... ya kita berdoa saja semoga semua baik saja
2,hutang truss sama elite globa
2,Musnah kan rapit sama sweb itu baru aman gk ribet kann
1,Semoga vaksinasi 180 jt rakyat indonesia bisa selesai di tahun 2021
0,Bismillah....semoga Corona cepat berlalu.
1,Walaupun udah divaksin jangn seenaknya keluyuran hrus jga jrak kurang lebih satu kilo....biar coronanya capek larinya...!!!
0,Semakin lama corona semakin susah rakyat.dan semakin kaya pejabat.padahal semua tak ada.
2,Kalau suka rela gw nggak mau di vcn lain kalau di harus kan lilah hitaala. !!!!!!.
2,Total vaksin sama dgn total positif corona..alaaahh jancok ??
0,Enak ngebaca komenan orang bisa ketawa ketiwi daripada bingung mau komen apaan
1,sya boleh lah pak vksin nya 2 duses sekligus  ??????????
2,Saya iklas vaksin nya buat jokowi mentri dan jajaran serta partai pendukung nya... Iklas lahir batin... ??
2,"Corona akan habis,kalau anggaran juga habis...."
1,Yang sudah di vaksin berapa orang sampai sekarang.umumkan seperti data covid tiap harinya
0,Harapan Kita Semoga yg telah di vaksin Baiik-Baik Semua... Tapi kalau ada sesuatu hal yg kurang Tepat... Tentu Phk Terkait Yg merasa Kecewa...Karena Nama baik....bukan kami Msykt..Sebab Pada Dasarnya sifat Msykt hanya pasrah dan Mengharapkan sehat aja di masa Pandemi Covid 19..ini...tksh dan Salam Utk Semua.....082111434892.
2,Bodok amat nambah Kono ora Kono eloss
2,Setelah saya membaca berita ini saya tidak ingin membaca nya lagi sekian dan terimah kasih
1,Daerah saya kok belum ada ya vaksinani covid. Mungkin bergilir kali ya setiap daerah. Ya saya siap divaksin. Saya tunggu kedatangannya
0,KALAU BENER PANDEMI KENAPA PCR SWAB ITU MAHAL?????BAGAIMANA KALAU SEANDAINYA PASIEN NGGAK MAMPU DI SWAB?????Jangan jangan korban tewas COVID WHO itu orang orang yang sebelumnya nggak mampu TEST PCR AWAB....sama artinya PANDEMI WHO INI MENGHABISI ORANG ORANG KISMIN..
2,"BOMAT! dengan corona,yg penting kerja dpt duit,krn klo ga krja mna mau pemerintah membantu,wlaupun yg dpt bantuan cuma segelintir org saja"
2,Vaksin itu bukn untuk manusia .itu untuk hewan
0,Banyak isu yang mengalihkan korupsi dan media pun mendukungnya.. Busuk
1,Saya tim perawat blm di valsin gmna cara daftarkannya
0,sekarang yang paling penting..gimana caranya cari uang buat makan..karena sekarang lagi sulit ekonomi..pasti semua rakyat merasakan itu
2,di tmpt saya.blom ada warga yg di vaksin
0,Mohon maaf sebelumnya emang siapa aja yg udah mengalami di suntik paksin coba silahkan dijelaskan
2,Aku pun gak peduli dengan postingan ini. Saya hanya ingin sinetron ikatan cinta di rcti segera selesai.karena gara2 sinetron tersebut saya sama istri sering selisi paham
0,saya terkjut karna uwang sya hmpir hbs
2,Vaksin taik  habis di vaksin trus maninggoy  vaksin kok di pelihara
0,Cara dpt vaksin gmna yah
0,Skrang total vaksin. Besok besok total bantuan dana dari china
1,"kami rakyat hanya mengikuti peraturan pemerintah.perraturan yg sehat yg akan memberi manfaat baik berjangka pendek atau bahkan sangat panjang..saran aja untuk dinas kesehatan....FOKUS pada faksinasi sanat bagus.namun jangan lalai pada sisi lain.sebab,karna kesibukan tersebut bnyak celah untuk mafia,pembelot,penyusup atau bahkan politik cacing yh memanfaatkan situasi untuk kepentingan tertentu. jika itu terjadi,betapa akan dipandang buruknya kem-kes.."
2,ini indonesia..negri yg penuh para pembelot juga mafia
0,Alhamdulillah akhirnya vaksin pun datang...dan nanti bila saya dapat akan aku sumbangkan ke para orangkaya..
1,saya juga mau suntik faksin supaya pe nyakit penularan terhilang semua
0,Target ratusan ribu Nyatanya cuma puluhan ribu
2,Duli cuma ayam di vaksinâ€¦ Sekarang sm orangnya jg di vaksin
2,Jokowi harusnya tegas masak orang sesak nafas mau di data Corona   KORONA ITU ADA KARENA KORUPSI BISNIS ILEGAL DOKTER
0,Siapa yg tau corona gak ada kan cuma omongan doang
2,Vaksin dulu yang kena viruskoropsi.
0,Siapa yg mau mengganti penghasilan kami yg hilang.!!!
2,Hati2 Barang Haram dri Cina masuk VAKSIN
2,Aku mau ngumpet dmana ya.. Waktu vaksin.
1,Kapan sy bisa divaksin
2,Gua liat siaran berita di tv bro orang udah d vaksin tapi kena COVID19?
1,Meskipun saya bukan tenaga kesehatan saya Cuma Cleaning service di RS tapi saya Sudah Di Vaksin tdi Efeknya sampe sekarang Cuma Pegal tangan yg di suntiknya
0,Saya mau dipaksin pak asal dikasih ipon. Biar bisa bikin konten hp kamu apa xiomi ya ups keliatan tidak mampu.
1,Fokus aja vaksin ke semua fasien2 yg katanya positif biar congorna nya hilang dri indo
2,Sekolah tatap muka tidak boleh. Tapi izin keramaian pesta boleh. Ini maksut nya bagaimana? Sekolah yg bertemu orang nya itu2 saja kok gak boleh. Sementara pesta kan tamunya datang dari mana saja. Kan aneh itu
0,Bolo corona corona corona itu itu jo
2,Sampai kapan pemerintah neror rakyat nya ? 
0,lebih baik beri vitamin menyeluruh.. .disangka yang bahaya covid aja apa ya? contohnya DBD tu lebih banyak korban tiap tahun yang meninggal
0,Diposting sendiri...dikoment sendiri.....
2,Awas faksim bukan kesehatan cm pembunuhan
0,"Yo dicoba dulu,nek pulau ter pencil cari relawan,atau Narapidana mati,vaksin dicoba,kalo ok lanjut tp kalo gagal,ya selesai,jangan dipakai"
1,Kapan sampai di masyarakat ni
0,Vaiksin kewajiban atau hak?
0,Bansos.nya mana ya???? sudah saya tunggu sampai hampir 1 thn ni.....
2,Terserah pak menteri...penting aq kerja
0,Aku gak tau ini judulnya apa tapi aku lebih suka baca komenanya dari pada netizen yg membuat terbuka dan terbukti
2,"trus aja bodohi rakyat mu dengan covid yg berkepanjangan,kalau wna dri cina trus berdatangan,gak ada habis nya covid"
2,Abis nyebar vaksin pasti perhitungan nya langsung ilang semua
2,ketika akal sehat d tabrak peraturan terjadilah kopet upsz salah covid 19
2,Biar apa di fucksin ? Kebal ? Gak mungkin jelas gak mungkin Saya minum herbal alhamdulilah setaun ini aman aman aja kemem
0,Dari pda di vaksin mending minum susu janda lebih segar
2,Ya percumalah klw sdh di vaksin msh takut sma corona.gunax vaksin kan buat kekebalan tubuh.kaya apa kita mau tau hasilx klw msh takut sma virus stelah di vaksin..harus di lawan klw sdh di vaksin.sruh dia msnyentuh org2 yg trkena virus tanpa masker dan baju astronod.biar kita tau hasil vaksinx.soalx negara beli vaksinx itu mahal.jd utk apa klw ga mujarab vaksinx
2,Orang kampung Ga butuh Vaksin. Orng kaya doang noh Rata rata yg kena kopid orang berada aja kwowkow.
2,Dapat bantuan dr covid. Apa itu covid... Katanya si penyakit yg bikin ngeluarin bantuan. Alhamdulillah semoga covid panjang umur di beri kesehatan. Banyak rejeki biar rakyat kecil merasakan bantuan dr covid.
2,Tak sudi d vaksinâ€¦ Nyatanya wali kota dki d vaksin ttp aja kena coron
2,Yang peting mah bukan vaksin tapi ibadah yang harus dilakukan 5 waktu
0,Orang gila yang kadang kita lihat jorok belum pernah kena virus corona
0,Biar cpt habis tu corona.ayo cpt cari obatnya
0,Kapan gajiku kepala 5
2,Proyek ladang korupsi apa lagi yang bakal kalian raup dari bisnis corona
0,Izin share. Yang gejalah boleh terapi dimana bisa
2,divaksin mati gx di vaksin mati salah mulu hidup
0,Baguslu pada tobat. ngalihin bencana dan musibah mulu ni bisanya
1,kapan dimulainya untuk masyarakat umum
0,Lah sisa brp vksn trs?
0,Update penerima vaksin oke lah. Jangan penderita korona di up lagi ben ndang buka penerbangan internasionale
2,Sy gk mau di vaksin.
2,Bayar ngga kalo bayar aku ngga mau kalo tidak mbayar aku tidak mau.
2,Ujung Ujungnya Pasti Duit
2,Ha peduli saya ga pernah pake masker ga pernah jaga jarak bodo amat 
0,Semua penyakit ganti jeneng dadi Corona kbh
0,Mau di apa klau di liat virus ini seperti HIV akan ada selamanya dulu manusia takut juga tapi lama2 suda terbiasa. Mungkin covid juga begitu nanti.ini sd 1 tahun tidak ada tand2 akan musnah. Yang musnah nanti ekonomi dunia. Intinya waspada dan sandar sama tuhan.
0,D vaksin kalah paraehh jlma teh 
0,Setelah baca artikel ini akhirnya sekarang saya paham dan saya sadar dan saya mengerti sekarang .
0,Anak sekolah (sma) kapan di vaksin bosan sekolah online dan tolong kalau sdh mau tatap muka paket Kemendikbud nya jangan di hps lanjutkan klu bisa setiap bulan kirim
0,vaksin merah putih sampai dimanaa
2,najisss vaksin buat para pejabat aja vaksin ny.
0,vaksin nih vaksin bayar tapi????
2,Ayam potong nan di fasin nyo sanak
2,Corona akan menghilang kalo tim medis akan jujurrr
1,Banyuwangi ko belom divaksin om
2,Tidak.mau.disuntik.nantimmlh.tambah .sakik
0,Corona bikin meresahkan
1,Terus yang bukan tenaga kesehatan ini gimana?
1,Ayo jangan takut di vaksin...
1,Laa sampe ke tempat saya juga kaga
2,yg percaya virus corona mudah bunuh manusia tanda2 manusia kurang iman 
2,Kami tidak butuh vaksin yg kami butuh makanan biar sehat.percuma di vaksin sementara makan susah.klo makan susah otomatis imun tubuh jdi lemah.
1,"Vaksin tuhh guru guru dan siswa siswa, Biar cepat pada sekolahâ€¦"
2,Ahh saya orang waras gk butuhh obt vaksin..karna saya lebihh percaya sama Tuhan daripada covid19.kenapa ? Karna hidup dan mati saya ada di tangan Tuhan bukan di covid19
0,Sy tak pernah merasa sehat tapi minta kepada allah klu bisa jgn sebut2 peyakit itu tiap manusia tk ingin skt sy.
2,Vaksin ? 3 M ? Sudah 3 M  Vaksin lg ... ?
0,Progres tingkat elit
2,Hari gini masih pke vaksin ??? ITU MAH CUMA AKAL2AN LU AJA JUAL VAKSIN BUAT PEMBANGUNAN JALAN TOL .??????.
2,Ingat di larang berbisnis dengan rakyat
2,Sy tunggu vaksinya di rumah ayam sy banyak yg mw di suntik????????
2,Mending semua kasih makan bergizi jangan buat stres Biar imun kuat
2,"Sekrng ini jaman Corona,tiap ada orng meninggal di rumah sakit pasti penyakit Covid biarpun seblem meninggal bukan covid"
2,vaksin itu apa ngab
2,Vaksin ini Mah Ujung Ujung nya Jualan Obat Jualan Vaksin! Sekarang udah Bukan APD Ngerti Gx Nahh Nanti abis ini Rame Obattt??Dan Seterus Nya Gua Tau ini Tuh semua nya Sudah diPola Sama Kesehatanya Buat Dagang??
2,Gatel hidungku baca berita gini.. Tombol blokir dimana wouy...? Biar ku blokir ni berita.
0,bnxk sudah sasaran yang mau meninggal
2,Semoga tdk terbaca dataku seperti tiap ada bantuan selalu tdk dapat Semoga kali ini tdk dapat jg bantuan vaksin
2,"Mudah2an tuh vaksin ada yg korupsi,jgn hanya duitnya saja yg di korupsi ??"
0,Slama musim covid sya nga prna prcya nmanya korona.
2,Biar di vaksin juga positif wkwkkw
0,"berhubung ada yg melaporkan postingan saya,komen saya tutup."
2,yg jujur donk kalian mna laporan keuangany...jgn lp cebonkers fucksin yg byk spy sdr
2,Dari pada vaksin mending kasi usng pke beli makan
0,Bantuin vaksin temen gua yang pada waras ngab ??
2,Mungkin biar rakyat indonesia koid smua kali.org sehatd vaksin.aplgi yg shat kmungkinan klo org yg pnyakitan d vaksin bs''koid dadakan
2,mantab ini tanda2 corona tak kan ilang siap2 mati nih
0,Hoam! Masih lama vaksin buat rakyat jelata...tidur dulu ahh!
2,Vaksin = suntik mati awokawokawok
